phi,V,dV_dphi,lambda_eff,beta_lambda
1.171095030052e+012,4.970354060621e+045,1.726680736723e+034,1.057009197482e-002,3.611609601559e-004
1.176965168318e+012,5.072480540451e+045,1.753357115267e+034,1.057367456713e-002,3.611221919081e-004
1.182864730775e+012,5.176704653963e+045,1.780445375640e+034,1.057725679687e-002,3.610834261047e-004
1.188793864912e+012,5.283069470372e+045,1.807951873518e+034,1.058083866403e-002,3.610446627527e-004
1.194752718957e+012,5.391618942900e+045,1.835883062597e+034,1.058442016860e-002,3.610059018592e-004
1.200741441883e+012,5.502397926914e+045,1.864245496102e+034,1.058800131057e-002,3.609671434314e-004
1.206760183407e+012,5.615452198437e+045,1.893045828319e+034,1.059158208994e-002,3.609283874762e-004
1.212809093999e+012,5.730828473040e+045,1.922290816159e+034,1.059516250668e-002,3.608896340008e-004
1.218888324881e+012,5.848574425117e+045,1.951987320731e+034,1.059874256080e-002,3.608508830122e-004
1.224998028035e+012,5.968738707558e+045,1.982142308954e+034,1.060232225227e-002,3.608121345175e-004
1.231138356203e+012,6.091370971828e+045,2.012762855189e+034,1.060590158109e-002,3.607733885237e-004
1.237309462894e+012,6.216521888456e+045,2.043856142889e+034,1.060948054726e-002,3.607346450380e-004
1.243511502387e+012,6.344243167939e+045,2.075429466285e+034,1.061305915075e-002,3.606959040672e-004
1.249744629731e+012,6.474587582084e+045,2.107490232094e+034,1.061663739156e-002,3.606571656184e-004
1.256009000757e+012,6.607608985782e+045,2.140045961249e+034,1.062021526968e-002,3.606184296987e-004
1.262304772072e+012,6.743362339230e+045,2.173104290663e+034,1.062379278510e-002,3.605796963150e-004
1.268632101073e+012,6.881903730606e+045,2.206672975014e+034,1.062736993781e-002,3.605409654744e-004
1.274991145943e+012,7.023290399217e+045,2.240759888560e+034,1.063094672780e-002,3.605022371838e-004
1.281382065658e+012,7.167580759110e+045,2.275373026985e+034,1.063452315507e-002,3.604635114501e-004
1.287805019990e+012,7.314834423181e+045,2.310520509268e+034,1.063809921959e-002,3.604247882805e-004
1.294260169516e+012,7.465112227764e+045,2.346210579583e+034,1.064167492137e-002,3.603860676818e-004
1.300747675613e+012,7.618476257737e+045,2.382451609230e+034,1.064525026039e-002,3.603473496610e-004
1.307267700470e+012,7.774989872134e+045,2.419252098591e+034,1.064882523665e-002,3.603086342251e-004
1.313820407087e+012,7.934717730288e+045,2.456620679126e+034,1.065239985014e-002,3.602699213809e-004
1.320405959284e+012,8.097725818507e+045,2.494566115386e+034,1.065597410084e-002,3.602312111354e-004
1.327024521697e+012,8.264081477299e+045,2.533097307066e+034,1.065954798875e-002,3.601925034955e-004
1.333676259793e+012,8.433853429151e+045,2.572223291092e+034,1.066312151387e-002,3.601537984682e-004
1.340361339865e+012,8.607111806887e+045,2.611953243730e+034,1.066669467617e-002,3.601150960603e-004
1.347079929040e+012,8.783928182596e+045,2.652296482738e+034,1.067026747566e-002,3.600763962788e-004
1.353832195284e+012,8.964375597164e+045,2.693262469542e+034,1.067383991232e-002,3.600376991304e-004
1.360618307403e+012,9.148528590401e+045,2.734860811456e+034,1.067741198615e-002,3.599990046222e-004
1.367438435050e+012,9.336463231799e+045,2.777101263924e+034,1.068098369714e-002,3.599603127609e-004
1.374292748730e+012,9.528257151906e+045,2.819993732807e+034,1.068455504528e-002,3.599216235535e-004
1.381181419800e+012,9.723989574355e+045,2.863548276699e+034,1.068812603056e-002,3.598829370068e-004
1.388104620477e+012,9.923741348546e+045,2.907775109281e+034,1.069169665298e-002,3.598442531276e-004
1.395062523843e+012,1.012759498300e+046,2.952684601713e+034,1.069526691252e-002,3.598055719227e-004
1.402055303843e+012,1.033563467937e+046,2.998287285057e+034,1.069883680919e-002,3.597668933991e-004
1.409083135300e+012,1.054794636724e+046,3.044593852745e+034,1.070240634296e-002,3.597282175635e-004
1.416146193908e+012,1.076461773949e+046,3.091615163076e+034,1.070597551384e-002,3.596895444227e-004
1.423244656245e+012,1.098573828851e+046,3.139362241764e+034,1.070954432182e-002,3.596508739835e-004
1.430378699773e+012,1.121139934313e+046,3.187846284510e+034,1.071311276689e-002,3.596122062528e-004
1.437548502842e+012,1.144169410627e+046,3.237078659626e+034,1.071668084905e-002,3.595735412373e-004
1.444754244699e+012,1.167671769338e+046,3.287070910696e+034,1.072024856828e-002,3.595348789438e-004
1.451996105487e+012,1.191656717168e+046,3.337834759272e+034,1.072381592457e-002,3.594962193790e-004
1.459274266254e+012,1.216134160021e+046,3.389382107619e+034,1.072738291793e-002,3.594575625498e-004
1.466588908953e+012,1.241114207067e+046,3.441725041502e+034,1.073094954835e-002,3.594189084629e-004
1.473940216451e+012,1.266607174912e+046,3.494875833009e+034,1.073451581582e-002,3.593802571250e-004
1.481328372532e+012,1.292623591856e+046,3.548846943424e+034,1.073808172032e-002,3.593416085429e-004
1.488753561899e+012,1.319174202230e+046,3.603651026145e+034,1.074164726187e-002,3.593029627232e-004
1.496215970182e+012,1.346269970831e+046,3.659300929638e+034,1.074521244044e-002,3.592643196728e-004
1.503715783943e+012,1.373922087446e+046,3.715809700450e+034,1.074877725604e-002,3.592256793984e-004
1.511253190677e+012,1.402141971463e+046,3.773190586255e+034,1.075234170865e-002,3.591870419065e-004
1.518828378819e+012,1.430941276583e+046,3.831457038955e+034,1.075590579828e-002,3.591484072040e-004
1.526441537749e+012,1.460331895625e+046,3.890622717831e+034,1.075946952491e-002,3.591097752976e-004
1.534092857798e+012,1.490325965433e+046,3.950701492730e+034,1.076303288853e-002,3.590711461938e-004
1.541782530248e+012,1.520935871879e+046,4.011707447318e+034,1.076659588916e-002,3.590325198994e-004
1.549510747342e+012,1.552174254975e+046,4.073654882366e+034,1.077015852677e-002,3.589938964211e-004
1.557277702284e+012,1.584054014078e+046,4.136558319104e+034,1.077372080136e-002,3.589552757655e-004
1.565083589251e+012,1.616588313219e+046,4.200432502611e+034,1.077728271292e-002,3.589166579392e-004
1.572928603389e+012,1.649790586527e+046,4.265292405265e+034,1.078084426146e-002,3.588780429490e-004
1.580812940824e+012,1.683674543766e+046,4.331153230248e+034,1.078440544697e-002,3.588394308013e-004
1.588736798664e+012,1.718254175998e+046,4.398030415101e+034,1.078796626943e-002,3.588008215029e-004
1.596700375008e+012,1.753543761341e+046,4.465939635333e+034,1.079152672885e-002,3.587622150604e-004
1.604703868944e+012,1.789557870867e+046,4.534896808087e+034,1.079508682522e-002,3.587236114804e-004
1.612747480560e+012,1.826311374605e+046,4.604918095867e+034,1.079864655854e-002,3.586850107694e-004
1.620831410947e+012,1.863819447675e+046,4.676019910314e+034,1.080220592879e-002,3.586464129341e-004
1.628955862204e+012,1.902097576544e+046,4.748218916045e+034,1.080576493599e-002,3.586078179811e-004
1.637121037442e+012,1.941161565413e+046,4.821532034555e+034,1.080932358011e-002,3.585692259168e-004
1.645327140792e+012,1.981027542735e+046,4.895976448166e+034,1.081288186116e-002,3.585306367480e-004
1.653574377406e+012,2.021711967863e+046,4.971569604054e+034,1.081643977913e-002,3.584920504812e-004
1.661862953465e+012,2.063231637839e+046,5.048329218323e+034,1.081999733402e-002,3.584534671229e-004
1.670193076185e+012,2.105603694317e+046,5.126273280154e+034,1.082355452582e-002,3.584148866796e-004
1.678564953818e+012,2.148845630635e+046,5.205420056005e+034,1.082711135453e-002,3.583763091579e-004
1.686978795663e+012,2.192975299026e+046,5.285788093890e+034,1.083066782014e-002,3.583377345644e-004
1.695434812066e+012,2.238010917977e+046,5.367396227710e+034,1.083422392265e-002,3.582991629055e-004
1.703933214427e+012,2.283971079745e+046,5.450263581663e+034,1.083777966207e-002,3.582605941877e-004
1.712474215207e+012,2.330874758018e+046,5.534409574712e+034,1.084133503837e-002,3.582220284176e-004
1.721058027932e+012,2.378741315741e+046,5.619853925126e+034,1.084489005156e-002,3.581834656017e-004
1.729684867198e+012,2.427590513099e+046,5.706616655096e+034,1.084844470164e-002,3.581449057465e-004
1.738354948675e+012,2.477442515662e+046,5.794718095410e+034,1.085199898860e-002,3.581063488583e-004
1.747068489116e+012,2.528317902701e+046,5.884178890213e+034,1.085555291244e-002,3.580677949438e-004
1.755825706360e+012,2.580237675673e+046,5.975020001828e+034,1.085910647316e-002,3.580292440094e-004
1.764626819339e+012,2.633223266878e+046,6.067262715664e+034,1.086265967074e-002,3.579906960614e-004
1.773472048080e+012,2.687296548293e+046,6.160928645188e+034,1.086621250519e-002,3.579521511065e-004
1.782361613715e+012,2.742479840596e+046,6.256039736983e+034,1.086976497651e-002,3.579136091510e-004
1.791295738482e+012,2.798795922359e+046,6.352618275873e+034,1.087331708469e-002,3.578750702013e-004
1.800274645737e+012,2.856268039446e+046,6.450686890142e+034,1.087686882973e-002,3.578365342640e-004
1.809298559951e+012,2.914919914591e+046,6.550268556818e+034,1.088042021163e-002,3.577980013453e-004
1.818367706724e+012,2.974775757183e+046,6.651386607045e+034,1.088397123038e-002,3.577594714517e-004
1.827482312784e+012,3.035860273239e+046,6.754064731544e+034,1.088752188598e-002,3.577209445897e-004
1.836642605997e+012,3.098198675597e+046,6.858326986145e+034,1.089107217843e-002,3.576824207656e-004
1.845848815371e+012,3.161816694303e+046,6.964197797417e+034,1.089462210773e-002,3.576438999857e-004
1.855101171061e+012,3.226740587219e+046,7.071701968372e+034,1.089817167387e-002,3.576053822566e-004
1.864399904377e+012,3.292997150851e+046,7.180864684269e+034,1.090172087685e-002,3.575668675845e-004
1.873745247788e+012,3.360613731391e+046,7.291711518501e+034,1.090526971666e-002,3.575283559758e-004
1.883137434928e+012,3.429618235989e+046,7.404268438572e+034,1.090881819332e-002,3.574898474369e-004
1.892576700602e+012,3.500039144260e+046,7.518561812167e+034,1.091236630681e-002,3.574513419742e-004
1.902063280791e+012,3.571905520021e+046,7.634618413320e+034,1.091591405713e-002,3.574128395938e-004
1.911597412662e+012,3.645247023270e+046,7.752465428669e+034,1.091946144429e-002,3.573743403023e-004
1.921179334568e+012,3.720093922416e+046,7.872130463811e+034,1.092300846827e-002,3.573358441059e-004
1.930809286057e+012,3.796477106751e+046,7.993641549759e+034,1.092655512908e-002,3.572973510110e-004
1.940487507879e+012,3.874428099182e+046,8.117027149491e+034,1.093010142672e-002,3.572588610238e-004
1.950214241990e+012,3.953979069228e+046,8.242316164605e+034,1.093364736118e-002,3.572203741507e-004
1.959989731558e+012,4.035162846275e+046,8.369537942075e+034,1.093719293246e-002,3.571818903979e-004
1.969814220972e+012,4.118012933112e+046,8.498722281109e+034,1.094073814057e-002,3.571434097717e-004
1.979687955843e+012,4.202563519732e+046,8.629899440115e+034,1.094428298549e-002,3.571049322785e-004
1.989611183017e+012,4.288849497432e+046,8.763100143777e+034,1.094782746724e-002,3.570664579244e-004
1.999584150574e+012,4.376906473191e+046,8.898355590232e+034,1.095137158580e-002,3.570279867158e-004
2.009607107839e+012,4.466770784340e+046,9.035697458363e+034,1.095491534118e-002,3.569895186590e-004
2.019680305386e+012,4.558479513546e+046,9.175157915205e+034,1.095845873337e-002,3.569510537601e-004
2.029803995046e+012,4.652070504090e+046,9.316769623464e+034,1.096200176239e-002,3.569125920253e-004
2.039978429912e+012,4.747582375468e+046,9.460565749147e+034,1.096554442821e-002,3.568741334611e-004
2.050203864345e+012,4.845054539299e+046,9.606579969317e+034,1.096908673085e-002,3.568356780735e-004
2.060480553981e+012,4.944527215579e+046,9.754846479964e+034,1.097262867030e-002,3.567972258687e-004
2.070808755738e+012,5.046041449245e+046,9.905400003996e+034,1.097617024657e-002,3.567587768531e-004
2.081188727822e+012,5.149639127099e+046,1.005827579935e+035,1.097971145965e-002,3.567203310328e-004
2.091620729732e+012,5.255362995065e+046,1.021350966725e+035,1.098325230954e-002,3.566818884139e-004
2.102105022270e+012,5.363256675805e+046,1.037113796054e+035,1.098679279625e-002,3.566434490028e-004
2.112641867543e+012,5.473364686698e+046,1.053119759221e+035,1.099033291976e-002,3.566050128055e-004
2.123231528973e+012,5.585732458185e+046,1.069372604401e+035,1.099387268009e-002,3.565665798282e-004
2.133874271301e+012,5.700406352487e+046,1.085876137522e+035,1.099741207723e-002,3.565281500772e-004
2.144570360597e+012,5.817433682717e+046,1.102634223153e+035,1.100095111118e-002,3.564897235585e-004
2.155320064264e+012,5.936862732367e+046,1.119650785407e+035,1.100448978195e-002,3.564513002783e-004
2.166123651045e+012,6.058742775215e+046,1.136929808859e+035,1.100802808953e-002,3.564128802428e-004
2.176981391030e+012,6.183124095621e+046,1.154475339478e+035,1.101156603392e-002,3.563744634581e-004
2.187893555663e+012,6.310058009252e+046,1.172291485568e+035,1.101510361512e-002,3.563360499303e-004
2.198860417749e+012,6.439596884224e+046,1.190382418736e+035,1.101864083314e-002,3.562976396655e-004
2.209882251460e+012,6.571794162683e+046,1.208752374857e+035,1.102217768798e-002,3.562592326699e-004
2.220959332342e+012,6.706704382826e+046,1.227405655072e+035,1.102571417963e-002,3.562208289496e-004
2.232091937323e+012,6.844383201369e+046,1.246346626789e+035,1.102925030810e-002,3.561824285106e-004
2.243280344719e+012,6.984887416488e+046,1.265579724703e+035,1.103278607338e-002,3.561440313591e-004
2.254524834240e+012,7.128274991211e+046,1.285109451836e+035,1.103632147549e-002,3.561056375012e-004
2.265825687000e+012,7.274605077309e+046,1.304940380584e+035,1.103985651441e-002,3.560672469428e-004
2.277183185520e+012,7.423938039667e+046,1.325077153789e+035,1.104339119016e-002,3.560288596901e-004
2.288597613738e+012,7.576335481151e+046,1.345524485823e+035,1.104692550272e-002,3.559904757492e-004
2.300069257016e+012,7.731860267993e+046,1.366287163689e+035,1.105045945211e-002,3.559520951261e-004
2.311598402144e+012,7.890576555692e+046,1.387370048138e+035,1.105399303833e-002,3.559137178268e-004
2.323185337354e+012,8.052549815446e+046,1.408778074810e+035,1.105752626137e-002,3.558753438575e-004
2.334830352318e+012,8.217846861127e+046,1.430516255379e+035,1.106105912124e-002,3.558369732240e-004
2.346533738162e+012,8.386535876807e+046,1.452589678731e+035,1.106459161794e-002,3.557986059325e-004
2.358295787471e+012,8.558686444850e+046,1.475003512149e+035,1.106812375148e-002,3.557602419890e-004
2.370116794299e+012,8.734369574577e+046,1.497763002522e+035,1.107165552184e-002,3.557218813994e-004
2.381997054169e+012,8.913657731525e+046,1.520873477570e+035,1.107518692904e-002,3.556835241698e-004
2.393936864091e+012,9.096624867296e+046,1.544340347087e+035,1.107871797308e-002,3.556451703062e-004
2.405936522558e+012,9.283346450027e+046,1.568169104209e+035,1.108224865396e-002,3.556068198146e-004
2.417996329564e+012,9.473899495478e+046,1.592365326694e+035,1.108577897168e-002,3.555684727009e-004
2.430116586603e+012,9.668362598760e+046,1.616934678224e+035,1.108930892625e-002,3.555301289711e-004
2.442297596685e+012,9.866815966713e+046,1.641882909733e+035,1.109283851766e-002,3.554917886312e-004
2.454539664333e+012,1.006934145095e+047,1.667215860743e+035,1.109636774593e-002,3.554534516871e-004
2.466843095601e+012,1.027602258157e+047,1.692939460736e+035,1.109989661104e-002,3.554151181449e-004
2.479208198074e+012,1.048694460157e+047,1.719059730534e+035,1.110342511301e-002,3.553767880103e-004
2.491635280882e+012,1.070219450196e+047,1.745582783705e+035,1.110695325183e-002,3.553384612895e-004
2.504124654701e+012,1.092186105761e+047,1.772514827996e+035,1.111048102752e-002,3.553001379883e-004
2.516676631767e+012,1.114603486380e+047,1.799862166777e+035,1.111400844006e-002,3.552618181126e-004
2.529291525880e+012,1.137480837353e+047,1.827631200518e+035,1.111753548948e-002,3.552235016683e-004
2.541969652413e+012,1.160827593564e+047,1.855828428281e+035,1.112106217576e-002,3.551851886614e-004
2.554711328320e+012,1.184653383364e+047,1.884460449238e+035,1.112458849891e-002,3.551468790978e-004
2.567516872143e+012,1.208968032539e+047,1.913533964216e+035,1.112811445894e-002,3.551085729833e-004
2.580386604022e+012,1.233781568356e+047,1.943055777258e+035,1.113164005585e-002,3.550702703238e-004
2.593320845700e+012,1.259104223695e+047,1.973032797214e+035,1.113516528964e-002,3.550319711253e-004
2.606319920534e+012,1.284946441260e+047,2.003472039353e+035,1.113869016032e-002,3.549936753936e-004
2.619384153502e+012,1.311318877884e+047,2.034380627005e+035,1.114221466788e-002,3.549553831345e-004
2.632513871210e+012,1.338232408920e+047,2.065765793220e+035,1.114573881234e-002,3.549170943539e-004
2.645709401902e+012,1.365698132713e+047,2.097634882462e+035,1.114926259369e-002,3.548788090577e-004
2.658971075467e+012,1.393727375180e+047,2.129995352320e+035,1.115278601195e-002,3.548405272517e-004
2.672299223447e+012,1.422331694466e+047,2.162854775252e+035,1.115630906710e-002,3.548022489418e-004
2.685694179047e+012,1.451522885714e+047,2.196220840353e+035,1.115983175917e-002,3.547639741337e-004
2.699156277142e+012,1.481312985915e+047,2.230101355151e+035,1.116335408815e-002,3.547257028334e-004
2.712685854284e+012,1.511714278868e+047,2.264504247431e+035,1.116687605404e-002,3.546874350465e-004
2.726283248713e+012,1.542739300241e+047,2.299437567082e+035,1.117039765685e-002,3.546491707790e-004
2.739948800366e+012,1.574400842733e+047,2.334909487983e+035,1.117391889659e-002,3.546109100366e-004
2.753682850882e+012,1.606711961340e+047,2.370928309909e+035,1.117743977326e-002,3.545726528252e-004
2.767485743612e+012,1.639685978734e+047,2.407502460467e+035,1.118096028686e-002,3.545343991504e-004
2.781357823630e+012,1.673336490750e+047,2.444640497067e+035,1.118448043740e-002,3.544961490181e-004
2.795299437738e+012,1.707677371984e+047,2.482351108921e+035,1.118800022488e-002,3.544579024341e-004
2.809310934478e+012,1.742722781507e+047,2.520643119068e+035,1.119151964931e-002,3.544196594041e-004
2.823392664138e+012,1.778487168697e+047,2.559525486437e+035,1.119503871070e-002,3.543814199339e-004
2.837544978761e+012,1.814985279187e+047,2.599007307939e+035,1.119855740904e-002,3.543431840292e-004
2.851768232157e+012,1.852232160941e+047,2.639097820591e+035,1.120207574434e-002,3.543049516959e-004
2.866062779906e+012,1.890243170448e+047,2.679806403669e+035,1.120559371661e-002,3.542667229395e-004
2.880428979375e+012,1.929033979047e+047,2.721142580907e+035,1.120911132585e-002,3.542284977659e-004
2.894867189718e+012,1.968620579379e+047,2.763116022709e+035,1.121262857207e-002,3.541902761807e-004
2.909377771892e+012,2.009019291975e+047,2.805736548418e+035,1.121614545527e-002,3.541520581898e-004
2.923961088661e+012,2.050246771974e+047,2.849014128599e+035,1.121966197546e-002,3.541138437988e-004
2.938617504610e+012,2.092320015985e+047,2.892958887375e+035,1.122317813264e-002,3.540756330133e-004
2.953347386150e+012,2.135256369081e+047,2.937581104785e+035,1.122669392682e-002,3.540374258392e-004
2.968151101528e+012,2.179073531944e+047,2.982891219188e+035,1.123020935801e-002,3.539992222821e-004
2.983029020838e+012,2.223789568154e+047,3.028899829695e+035,1.123372442620e-002,3.539610223476e-004
2.997981516030e+012,2.269422911624e+047,3.075617698650e+035,1.123723913142e-002,3.539228260415e-004
3.013008960915e+012,2.315992374196e+047,3.123055754138e+035,1.124075347365e-002,3.538846333694e-004
3.028111731181e+012,2.363517153379e+047,3.171225092538e+035,1.124426745291e-002,3.538464443369e-004
3.043290204398e+012,2.412016840261e+047,3.220136981113e+035,1.124778106921e-002,3.538082589498e-004
3.058544760029e+012,2.461511427570e+047,3.269802860641e+035,1.125129432255e-002,3.537700772137e-004
3.073875779438e+012,2.512021317910e+047,3.320234348083e+035,1.125480721293e-002,3.537318991342e-004
3.089283645901e+012,2.563567332157e+047,3.371443239299e+035,1.125831974037e-002,3.536937247170e-004
3.104768744617e+012,2.616170718037e+047,3.423441511802e+035,1.126183190486e-002,3.536555539676e-004
3.120331462713e+012,2.669853158869e+047,3.476241327547e+035,1.126534370642e-002,3.536173868918e-004
3.135972189258e+012,2.724636782496e+047,3.529855035779e+035,1.126885514505e-002,3.535792234950e-004
3.151691315271e+012,2.780544170393e+047,3.584295175910e+035,1.127236622076e-002,3.535410637830e-004
3.167489233732e+012,2.837598366965e+047,3.639574480448e+035,1.127587693355e-002,3.535029077613e-004
3.183366339588e+012,2.895822889038e+047,3.695705877968e+035,1.127938728344e-002,3.534647554355e-004
3.199323029768e+012,2.955241735532e+047,3.752702496132e+035,1.128289727042e-002,3.534266068112e-004
3.215359703191e+012,3.015879397352e+047,3.810577664750e+035,1.128640689451e-002,3.533884618939e-004
3.231476760773e+012,3.077760867464e+047,3.869344918896e+035,1.128991615571e-002,3.533503206893e-004
3.247674605443e+012,3.140911651184e+047,3.929018002061e+035,1.129342505403e-002,3.533121832030e-004
3.263953642148e+012,3.205357776682e+047,3.989610869367e+035,1.129693358948e-002,3.532740494404e-004
3.280314277863e+012,3.271125805695e+047,4.051137690821e+035,1.130044176206e-002,3.532359194071e-004
3.296756921606e+012,3.338242844462e+047,4.113612854622e+035,1.130394957178e-002,3.531977931087e-004
3.313281984444e+012,3.406736554883e+047,4.177050970520e+035,1.130745701865e-002,3.531596705507e-004
3.329889879504e+012,3.476635165906e+047,4.241466873228e+035,1.131096410268e-002,3.531215517386e-004
3.346581021985e+012,3.547967485148e+047,4.306875625880e+035,1.131447082387e-002,3.530834366780e-004
3.363355829165e+012,3.620762910754e+047,4.373292523550e+035,1.131797718223e-002,3.530453253743e-004
3.380214720416e+012,3.695051443498e+047,4.440733096821e+035,1.132148317777e-002,3.530072178332e-004
3.397158117212e+012,3.770863699135e+047,4.509213115406e+035,1.132498881049e-002,3.529691140600e-004
3.414186443137e+012,3.848230921001e+047,4.578748591835e+035,1.132849408041e-002,3.529310140604e-004
3.431300123901e+012,3.927184992873e+047,4.649355785187e+035,1.133199898753e-002,3.528929178397e-004
3.448499587347e+012,4.007758452099e+047,4.721051204887e+035,1.133550353186e-002,3.528548254034e-004
3.465785263462e+012,4.089984502986e+047,4.793851614554e+035,1.133900771341e-002,3.528167367572e-004
3.483157584389e+012,4.173897030468e+047,4.867774035921e+035,1.134251153218e-002,3.527786519063e-004
3.500616984438e+012,4.259530614057e+047,4.942835752801e+035,1.134601498819e-002,3.527405708563e-004
3.518163900093e+012,4.346920542073e+047,5.019054315123e+035,1.134951808144e-002,3.527024936126e-004
3.535798770029e+012,4.436102826172e+047,5.096447543025e+035,1.135302081194e-002,3.526644201807e-004
3.553522035118e+012,4.527114216164e+047,5.175033531016e+035,1.135652317970e-002,3.526263505661e-004
3.571334138444e+012,4.619992215146e+047,5.254830652196e+035,1.136002518473e-002,3.525882847741e-004
3.589235525309e+012,4.714775094932e+047,5.335857562545e+035,1.136352682704e-002,3.525502228102e-004
3.607226643249e+012,4.811501911808e+047,5.418133205272e+035,1.136702810663e-002,3.525121646798e-004
3.625307942042e+012,4.910212522606e+047,5.501676815242e+035,1.137052902352e-002,3.524741103884e-004
3.643479873724e+012,5.010947601111e+047,5.586507923459e+035,1.137402957771e-002,3.524360599413e-004
3.661742892592e+012,5.113748654798e+047,5.672646361623e+035,1.137752976921e-002,3.523980133439e-004
3.680097455222e+012,5.218658041917e+047,5.760112266764e+035,1.138102959803e-002,3.523599706017e-004
3.698544020481e+012,5.325718988927e+047,5.848926085930e+035,1.138452906418e-002,3.523219317200e-004
3.717083049533e+012,5.434975608283e+047,5.939108580969e+035,1.138802816767e-002,3.522838967043e-004
3.735715005855e+012,5.546472916598e+047,6.030680833365e+035,1.139152690851e-002,3.522458655598e-004
3.754440355247e+012,5.660256853160e+047,6.123664249158e+035,1.139502528670e-002,3.522078382920e-004
3.773259565843e+012,5.776374298849e+047,6.218080563945e+035,1.139852330226e-002,3.521698149063e-004
3.792173108125e+012,5.894873095420e+047,6.313951847940e+035,1.140202095520e-002,3.521317954079e-004
3.811181454932e+012,6.015802065201e+047,6.411300511135e+035,1.140551824553e-002,3.520937798023e-004
3.830285081473e+012,6.139211031180e+047,6.510149308518e+035,1.140901517325e-002,3.520557680947e-004
3.849484465342e+012,6.265150837509e+047,6.610521345390e+035,1.141251173837e-002,3.520177602906e-004
3.868780086522e+012,6.393673370429e+047,6.712440082749e+035,1.141600794091e-002,3.519797563953e-004
3.888172427406e+012,6.524831579624e+047,6.815929342770e+035,1.141950378087e-002,3.519417564140e-004
3.907661972804e+012,6.658679500007e+047,6.921013314356e+035,1.142299925827e-002,3.519037603521e-004
3.927249209954e+012,6.795272273959e+047,7.027716558784e+035,1.142649437312e-002,3.518657682149e-004
3.946934628539e+012,6.934666174018e+047,7.136064015438e+035,1.142998912542e-002,3.518277800078e-004
3.966718720695e+012,7.076918626040e+047,7.246081007619e+035,1.143348351518e-002,3.517897957359e-004
3.986601981026e+012,7.222088232823e+047,7.357793248462e+035,1.143697754242e-002,3.517518154047e-004
4.006584906614e+012,7.370234798229e+047,7.471226846926e+035,1.144047120714e-002,3.517138390193e-004
4.026667997033e+012,7.521419351788e+047,7.586408313890e+035,1.144396450936e-002,3.516758665851e-004
4.046851754362e+012,7.675704173813e+047,7.703364568335e+035,1.144745744908e-002,3.516378981074e-004
4.067136683196e+012,7.833152821024e+047,7.822122943624e+035,1.145095002632e-002,3.515999335913e-004
4.087523290658e+012,7.993830152705e+047,7.942711193876e+035,1.145444224109e-002,3.515619730423e-004
4.108012086416e+012,8.157802357390e+047,8.065157500445e+035,1.145793409340e-002,3.515240164654e-004
4.128603582690e+012,8.325136980095e+047,8.189490478486e+035,1.146142558325e-002,3.514860638660e-004
4.149298294268e+012,8.495902950114e+047,8.315739183637e+035,1.146491671067e-002,3.514481152494e-004
4.170096738520e+012,8.670170609377e+047,8.443933118793e+035,1.146840747565e-002,3.514101706206e-004
4.190999435408e+012,8.848011741398e+047,8.574102240985e+035,1.147189787821e-002,3.513722299851e-004
4.212006907500e+012,9.029499600804e+047,8.706276968373e+035,1.147538791837e-002,3.513342933479e-004
4.233119679983e+012,9.214708943480e+047,8.840488187337e+035,1.147887759613e-002,3.512963607144e-004
4.254338280680e+012,9.403716057323e+047,8.976767259682e+035,1.148236691151e-002,3.512584320896e-004
4.275663240054e+012,9.596598793635e+047,9.115146029951e+035,1.148585586451e-002,3.512205074789e-004
4.297095091233e+012,9.793436599147e+047,9.255656832856e+035,1.148934445515e-002,3.511825868874e-004
4.318634370013e+012,9.994310548712e+047,9.398332500817e+035,1.149283268343e-002,3.511446703203e-004
4.340281614876e+012,1.019930337866e+048,9.543206371619e+035,1.149632054938e-002,3.511067577827e-004
4.362037367007e+012,1.040849952082e+048,9.690312296187e+035,1.149980805299e-002,3.510688492800e-004
4.383902170298e+012,1.062198513730e+048,9.839684646484e+035,1.150329519429e-002,3.510309448171e-004
4.405876571373e+012,1.083984815587e+048,9.991358323523e+035,1.150678197329e-002,3.509930443994e-004
4.427961119590e+012,1.106217830622e+048,1.014536876551e+036,1.151026838999e-002,3.509551480319e-004
4.450156367067e+012,1.128906715679e+048,1.030175195610e+036,1.151375444441e-002,3.509172557198e-004
4.472462868685e+012,1.152060815249e+048,1.046054443281e+036,1.151724013656e-002,3.508793674682e-004
4.494881182107e+012,1.175689665313e+048,1.062178329552e+036,1.152072546645e-002,3.508414832824e-004
4.517411867793e+012,1.199802997266e+048,1.078550621511e+036,1.152421043410e-002,3.508036031673e-004
4.540055489010e+012,1.224410741920e+048,1.095175144230e+036,1.152769503951e-002,3.507657271282e-004
4.562812611852e+012,1.249523033585e+048,1.112055781651e+036,1.153117928270e-002,3.507278551702e-004
4.585683805246e+012,1.275150214247e+048,1.129196477495e+036,1.153466316369e-002,3.506899872983e-004
4.608669640975e+012,1.301302837814e+048,1.146601236180e+036,1.153814668247e-002,3.506521235177e-004
4.631770693684e+012,1.327991674462e+048,1.164274123758e+036,1.154162983907e-002,3.506142638335e-004
4.654987540902e+012,1.355227715063e+048,1.182219268857e+036,1.154511263350e-002,3.505764082508e-004
4.678320763051e+012,1.383022175708e+048,1.200440863652e+036,1.154859506577e-002,3.505385567746e-004
4.701770943463e+012,1.411386502321e+048,1.218943164834e+036,1.155207713590e-002,3.505007094101e-004
