phi,V,dV_dphi,lambda_eff,beta_lambda
3.852761501000e+002,-1.361335888458e+006,-2.494545926004e+004,-2.471364380717e-004,-3.781059638380e-004
3.872073548390e+002,-1.435750021336e+006,-2.576250109858e+004,-2.554844258072e-004,-3.765696973801e-004
3.891482397821e+002,-1.512480747962e+006,-2.659725212420e+004,-2.638089741953e-004,-3.750365581020e-004
3.910988534514e+002,-1.591588872012e+006,-2.745004425335e+004,-2.721101327782e-004,-3.735065383806e-004
3.930592446124e+002,-1.673136664508e+006,-2.832121517132e+004,-2.803879509706e-004,-3.719796306159e-004
3.950294622750e+002,-1.757187897492e+006,-2.921110842796e+004,-2.886424780594e-004,-3.704558272308e-004
3.970095556947e+002,-1.843807878450e+006,-3.012007353489e+004,-2.968737632048e-004,-3.689351206710e-004
3.989995743740e+002,-1.933063485495e+006,-3.104846606427e+004,-3.050818554402e-004,-3.674175034051e-004
4.009995680635e+002,-2.025023203332e+006,-3.199664774920e+004,-3.132668036726e-004,-3.659029679240e-004
4.030095867630e+002,-2.119757160020e+006,-3.296498658566e+004,-3.214286566836e-004,-3.643915067416e-004
4.050296807232e+002,-2.217337164548e+006,-3.395385693614e+004,-3.295674631290e-004,-3.628831123941e-004
4.070599004465e+002,-2.317836745242e+006,-3.496363963494e+004,-3.376832715396e-004,-3.613777774401e-004
4.091002966885e+002,-2.421331189019e+006,-3.599472209507e+004,-3.457761303216e-004,-3.598754944607e-004
4.111509204592e+002,-2.527897581518e+006,-3.704749841700e+004,-3.538460877572e-004,-3.583762560592e-004
4.132118230244e+002,-2.637614848106e+006,-3.812236949903e+004,-3.618931920043e-004,-3.568800548608e-004
4.152830559066e+002,-2.750563795797e+006,-3.921974314945e+004,-3.699174910976e-004,-3.553868835133e-004
4.173646708869e+002,-2.866827156096e+006,-4.034003420058e+004,-3.779190329487e-004,-3.538967346861e-004
4.194567200057e+002,-2.986489628788e+006,-4.148366462452e+004,-3.858978653465e-004,-3.524096010709e-004
4.215592555644e+002,-3.109637926688e+006,-4.265106365084e+004,-3.938540359576e-004,-3.509254753808e-004
4.236723301264e+002,-3.236360821387e+006,-4.384266788606e+004,-4.017875923265e-004,-3.494443503512e-004
4.257959965187e+002,-3.366749189994e+006,-4.505892143514e+004,-4.096985818766e-004,-3.479662187388e-004
4.279303078331e+002,-3.500896062921e+006,-4.630027602485e+004,-4.175870519096e-004,-3.464910733221e-004
4.300753174275e+002,-3.638896672708e+006,-4.756719112911e+004,-4.254530496069e-004,-3.450189069012e-004
4.322310789272e+002,-3.780848503929e+006,-4.886013409633e+004,-4.332966220293e-004,-3.435497122976e-004
4.343976462264e+002,-3.926851344192e+006,-5.017958027885e+004,-4.411178161174e-004,-3.420834823541e-004
4.365750734894e+002,-4.077007336265e+006,-5.152601316431e+004,-4.489166786926e-004,-3.406202099350e-004
4.387634151519e+002,-4.231421031342e+006,-5.289992450926e+004,-4.566932564567e-004,-3.391598879258e-004
4.409627259227e+002,-4.390199443478e+006,-5.430181447479e+004,-4.644475959926e-004,-3.377025092330e-004
4.431730607846e+002,-4.553452105227e+006,-5.573219176439e+004,-4.721797437650e-004,-3.362480667843e-004
4.453944749961e+002,-4.721291124494e+006,-5.719157376395e+004,-4.798897461201e-004,-3.347965535285e-004
4.476270240927e+002,-4.893831242632e+006,-5.868048668404e+004,-4.875776492864e-004,-3.333479624353e-004
4.498707638882e+002,-5.071189893820e+006,-6.019946570444e+004,-4.952434993753e-004,-3.319022864951e-004
4.521257504762e+002,-5.253487265736e+006,-6.174905512092e+004,-5.028873423806e-004,-3.304595187193e-004
4.543920402316e+002,-5.440846361561e+006,-6.332980849445e+004,-5.105092241800e-004,-3.290196521399e-004
4.566696898116e+002,-5.633393063342e+006,-6.494228880269e+004,-5.181091905344e-004,-3.275826798095e-004
4.589587561576e+002,-5.831256196735e+006,-6.658706859394e+004,-5.256872870891e-004,-3.261485948014e-004
4.612592964965e+002,-6.034567597174e+006,-6.826473014352e+004,-5.332435593737e-004,-3.247173902092e-004
4.635713683417e+002,-6.243462177478e+006,-6.997586561263e+004,-5.407780528024e-004,-3.232890591472e-004
4.658950294954e+002,-6.458077996942e+006,-7.172107720978e+004,-5.482908126749e-004,-3.218635947499e-004
4.682303380490e+002,-6.678556331928e+006,-7.350097735465e+004,-5.557818841759e-004,-3.204409901718e-004
4.705773523855e+002,-6.905041748011e+006,-7.531618884475e+004,-5.632513123764e-004,-3.190212385881e-004
4.729361311803e+002,-7.137682173686e+006,-7.716734502454e+004,-5.706991422333e-004,-3.176043331939e-004
4.753067334030e+002,-7.376628975693e+006,-7.905508995733e+004,-5.781254185903e-004,-3.161902672042e-004
4.776892183188e+002,-7.622037035975e+006,-8.098007859989e+004,-5.855301861776e-004,-3.147790338542e-004
4.800836454899e+002,-7.874064830326e+006,-8.294297697978e+004,-5.929134896131e-004,-3.133706263990e-004
4.824900747772e+002,-8.132874508738e+006,-8.494446237560e+004,-6.002753734020e-004,-3.119650381134e-004
4.849085663415e+002,-8.398631977510e+006,-8.698522349994e+004,-6.076158819375e-004,-3.105622622921e-004
4.873391806451e+002,-8.671506983138e+006,-8.906596068537e+004,-6.149350595013e-004,-3.091622922496e-004
4.897819784537e+002,-8.951673198034e+006,-9.118738607327e+004,-6.222329502636e-004,-3.077651213198e-004
4.922370208373e+002,-9.239308308104e+006,-9.335022380572e+004,-6.295095982834e-004,-3.063707428563e-004
4.947043691720e+002,-9.534594102237e+006,-9.555521022037e+004,-6.367650475093e-004,-3.049791502321e-004
4.971840851417e+002,-9.837716563734e+006,-9.780309404842e+004,-6.439993417794e-004,-3.035903368398e-004
4.996762307395e+002,-1.014886596372e+007,-1.000946366158e+005,-6.512125248220e-004,-3.022042960912e-004
5.021808682690e+002,-1.046823695662e+007,-1.024306120472e+005,-6.584046402556e-004,-3.008210214176e-004
5.046980603464e+002,-1.079602867761e+007,-1.048118074739e+005,-6.655757315894e-004,-2.994405062691e-004
5.072278699016e+002,-1.113244484233e+007,-1.072390232445e+005,-6.727258422235e-004,-2.980627441155e-004
5.097703601799e+002,-1.147769384862e+007,-1.097130731388e+005,-6.798550154498e-004,-2.966877284452e-004
5.123255947438e+002,-1.183198888055e+007,-1.122347845853e+005,-6.869632944513e-004,-2.953154527660e-004
5.148936374743e+002,-1.219554801467e+007,-1.148049988827e+005,-6.940507223035e-004,-2.939459106044e-004
5.174745525725e+002,-1.256859432855e+007,-1.174245714234e+005,-7.011173419740e-004,-2.925790955059e-004
5.200684045615e+002,-1.295135601174e+007,-1.200943719221e+005,-7.081631963232e-004,-2.912150010348e-004
5.226752582876e+002,-1.334406647900e+007,-1.228152846472e+005,-7.151883281044e-004,-2.898536207740e-004
5.252951789225e+002,-1.374696448613e+007,-1.255882086559e+005,-7.221927799645e-004,-2.884949483255e-004
5.279282319642e+002,-1.416029424820e+007,-1.284140580331e+005,-7.291765944438e-004,-2.871389773094e-004
5.305744832392e+002,-1.458430556039e+007,-1.312937621339e+005,-7.361398139767e-004,-2.857857013648e-004
5.332339989039e+002,-1.501925392141e+007,-1.342282658306e+005,-7.430824808919e-004,-2.844351141490e-004
5.359068454463e+002,-1.546540065962e+007,-1.372185297623e+005,-7.500046374128e-004,-2.830872093378e-004
5.385930896878e+002,-1.592301306181e+007,-1.402655305898e+005,-7.569063256578e-004,-2.817419806255e-004
5.412927987846e+002,-1.639236450486e+007,-1.433702612537e+005,-7.637875876404e-004,-2.803994217246e-004
5.440060402296e+002,-1.687373459017e+007,-1.465337312365e+005,-7.706484652699e-004,-2.790595263657e-004
5.467328818539e+002,-1.736740928096e+007,-1.497569668294e+005,-7.774890003515e-004,-2.777222882977e-004
5.494733918287e+002,-1.787368104267e+007,-1.530410114028e+005,-7.843092345866e-004,-2.763877012877e-004
5.522276386669e+002,-1.839284898619e+007,-1.563869256813e+005,-7.911092095732e-004,-2.750557591207e-004
5.549956912249e+002,-1.892521901435e+007,-1.597957880228e+005,-7.978889668060e-004,-2.737264555997e-004
5.577776187040e+002,-1.947110397149e+007,-1.632686947022e+005,-8.046485476772e-004,-2.723997845456e-004
5.605734906527e+002,-2.003082379623e+007,-1.668067601994e+005,-8.113879934763e-004,-2.710757397974e-004
5.633833769678e+002,-2.060470567755e+007,-1.704111174919e+005,-8.181073453905e-004,-2.697543152114e-004
5.662073478967e+002,-2.119308421429e+007,-1.740829183520e+005,-8.248066445055e-004,-2.684355046621e-004
5.690454740388e+002,-2.179630157797e+007,-1.778233336487e+005,-8.314859318052e-004,-2.671193020415e-004
5.718978263473e+002,-2.241470767917e+007,-1.816335536539e+005,-8.381452481721e-004,-2.658057012592e-004
5.747644761313e+002,-2.304866033753e+007,-1.855147883544e+005,-8.447846343880e-004,-2.644946962422e-004
5.776454950572e+002,-2.369852545530e+007,-1.894682677674e+005,-8.514041311340e-004,-2.631862809353e-004
5.805409551505e+002,-2.436467719470e+007,-1.934952422623e+005,-8.580037789907e-004,-2.618804493005e-004
5.834509287979e+002,-2.504749815905e+007,-1.975969828866e+005,-8.645836184390e-004,-2.605771953172e-004
5.863754887490e+002,-2.574737957784e+007,-2.017747816973e+005,-8.711436898596e-004,-2.592765129821e-004
5.893147081178e+002,-2.646472149566e+007,-2.060299520973e+005,-8.776840335343e-004,-2.579783963093e-004
5.922686603850e+002,-2.719993296531e+007,-2.103638291776e+005,-8.842046896453e-004,-2.566828393298e-004
5.952374193995e+002,-2.795343224499e+007,-2.147777700638e+005,-8.907056982763e-004,-2.553898360919e-004
5.982210593805e+002,-2.872564699968e+007,-2.192731542691e+005,-8.971870994123e-004,-2.540993806611e-004
6.012196549192e+002,-2.951701450694e+007,-2.238513840523e+005,-9.036489329400e-004,-2.528114671196e-004
6.042332809806e+002,-3.032798186700e+007,-2.285138847812e+005,-9.100912386484e-004,-2.515260895667e-004
6.072620129054e+002,-3.115900621742e+007,-2.332621053022e+005,-9.165140562287e-004,-2.502432421187e-004
6.103059264122e+002,-3.201055495235e+007,-2.380975183153e+005,-9.229174252747e-004,-2.489629189086e-004
6.133650975990e+002,-3.288310594643e+007,-2.430216207552e+005,-9.293013852833e-004,-2.476851140861e-004
6.164396029451e+002,-3.377714778355e+007,-2.480359341778e+005,-9.356659756545e-004,-2.464098218179e-004
6.195295193135e+002,-3.469317999041e+007,-2.531420051536e+005,-9.420112356920e-004,-2.451370362870e-004
6.226349239520e+002,-3.563171327519e+007,-2.583414056665e+005,-9.483372046030e-004,-2.438667516932e-004
6.257558944961e+002,-3.659326977118e+007,-2.636357335193e+005,-9.546439214992e-004,-2.425989622529e-004
6.288925089702e+002,-3.757838328577e+007,-2.690266127450e+005,-9.609314253963e-004,-2.413336621988e-004
6.320448457897e+002,-3.858759955463e+007,-2.745156940251e+005,-9.671997552151e-004,-2.400708457802e-004
6.352129837633e+002,-3.962147650139e+007,-2.801046551140e+005,-9.734489497810e-004,-2.388105072628e-004
6.383970020946e+002,-4.068058450281e+007,-2.857952012704e+005,-9.796790478249e-004,-2.375526409283e-004
6.415969803842e+002,-4.176550665967e+007,-2.915890656948e+005,-9.858900879830e-004,-2.362972410751e-004
6.448129986317e+002,-4.287683907339e+007,-2.974880099743e+005,-9.920821087975e-004,-2.350443020175e-004
6.480451372377e+002,-4.401519112857e+007,-3.034938245344e+005,-9.982551487167e-004,-2.337938180861e-004
6.512934770060e+002,-4.518118578153e+007,-3.096083290974e+005,-1.004409246095e-003,-2.325457836275e-004
6.545580991451e+002,-4.637545985502e+007,-3.158333731483e+005,-1.010544439194e-003,-2.313001930044e-004
6.578390852707e+002,-4.759866433921e+007,-3.221708364078e+005,-1.016660766182e-003,-2.300570405954e-004
6.611365174078e+002,-4.885146469908e+007,-3.286226293127e+005,-1.022758265135e-003,-2.288163207952e-004
6.644504779922e+002,-5.013454118835e+007,-3.351906935034e+005,-1.028836974034e-003,-2.275780280142e-004
6.677810498732e+002,-5.144858917012e+007,-3.418770023200e+005,-1.034896930771e-003,-2.263421566787e-004
6.711283163152e+002,-5.279431944427e+007,-3.486835613046e+005,-1.040938173146e-003,-2.251087012308e-004
6.744923610000e+002,-5.417245858189e+007,-3.556124087127e+005,-1.046960738863e-003,-2.238776561283e-004
6.778732680291e+002,-5.558374926680e+007,-3.626656160322e+005,-1.052964665541e-003,-2.226490158446e-004
6.812711219251e+002,-5.702895064431e+007,-3.698452885099e+005,-1.058949990702e-003,-2.214227748688e-004
6.846860076346e+002,-5.850883867739e+007,-3.771535656866e+005,-1.064916751780e-003,-2.201989277054e-004
6.881180105300e+002,-6.002420651046e+007,-3.845926219409e+005,-1.070864986120e-003,-2.189774688745e-004
6.915672164116e+002,-6.157586484085e+007,-3.921646670407e+005,-1.076794730973e-003,-2.177583929118e-004
6.950337115095e+002,-6.316464229815e+007,-3.998719467036e+005,-1.082706023501e-003,-2.165416943682e-004
6.985175824864e+002,-6.479138583163e+007,-4.077167431659e+005,-1.088598900779e-003,-2.153273678099e-004
7.020189164393e+002,-6.645696110590e+007,-4.157013757607e+005,-1.094473399789e-003,-2.141154078186e-004
7.055378009016e+002,-6.816225290490e+007,-4.238282015046e+005,-1.100329557425e-003,-2.129058089910e-004
7.090743238458e+002,-6.990816554453e+007,-4.320996156934e+005,-1.106167410493e-003,-2.116985659393e-004
7.126285736849e+002,-7.169562329397e+007,-4.405180525077e+005,-1.111986995709e-003,-2.104936732904e-004
7.162006392755e+002,-7.352557080595e+007,-4.490859856270e+005,-1.117788349700e-003,-2.092911256867e-004
7.197906099194e+002,-7.539897355616e+007,-4.578059288541e+005,-1.123571509007e-003,-2.080909177855e-004
7.233985753660e+002,-7.731681829192e+007,-4.666804367484e+005,-1.129336510081e-003,-2.068930442590e-004
7.270246258147e+002,-7.928011349040e+007,-4.757121052697e+005,-1.135083389286e-003,-2.056974997944e-004
7.306688519169e+002,-8.128988982649e+007,-4.849035724315e+005,-1.140812182898e-003,-2.045042790937e-004
7.343313447784e+002,-8.334720065060e+007,-4.942575189644e+005,-1.146522927108e-003,-2.033133768739e-004
7.380121959618e+002,-8.545312247658e+007,-5.037766689902e+005,-1.152215658018e-003,-2.021247878667e-004
7.417114974886e+002,-8.760875547993e+007,-5.134637907060e+005,-1.157890411643e-003,-2.009385068184e-004
7.454293418414e+002,-8.981522400657e+007,-5.233216970789e+005,-1.163547223913e-003,-1.997545284903e-004
7.491658219666e+002,-9.207367709235e+007,-5.333532465514e+005,-1.169186130671e-003,-1.985728476579e-004
7.529210312764e+002,-9.438528899351e+007,-5.435613437582e+005,-1.174807167675e-003,-1.973934591117e-004
7.566950636511e+002,-9.675125972843e+007,-5.539489402533e+005,-1.180410370596e-003,-1.962163576565e-004
7.604880134419e+002,-9.917281563076e+007,-5.645190352489e+005,-1.185995775021e-003,-1.950415381116e-004
7.642999754726e+002,-1.016512099142e+008,-5.752746763655e+005,-1.191563416451e-003,-1.938689953109e-004
7.681310450425e+002,-1.041877232492e+008,-5.862189603932e+005,-1.197113330302e-003,-1.926987241024e-004
7.719813179285e+002,-1.067836643521e+008,-5.973550340657e+005,-1.202645551906e-003,-1.915307193488e-004
7.758508903877e+002,-1.094403705862e+008,-6.086860948452e+005,-1.208160116511e-003,-1.903649759267e-004
7.797398591595e+002,-1.121592085759e+008,-6.202153917201e+005,-1.213657059279e-003,-1.892014887274e-004
7.836483214685e+002,-1.149415748336e+008,-6.319462260144e+005,-1.219136415289e-003,-1.880402526559e-004
7.875763750263e+002,-1.177888964000e+008,-6.438819522103e+005,-1.224598219537e-003,-1.868812626318e-004
7.915241180345e+002,-1.207026314977e+008,-6.560259787829e+005,-1.230042506936e-003,-1.857245135884e-004
7.954916491868e+002,-1.236842701987e+008,-6.683817690478e+005,-1.235469312314e-003,-1.845700004735e-004
7.994790676719e+002,-1.267353351056e+008,-6.809528420221e+005,-1.240878670417e-003,-1.834177182484e-004
8.034864731752e+002,-1.298573820481e+008,-6.937427732984e+005,-1.246270615909e-003,-1.822676618888e-004
8.075139658823e+002,-1.330520007928e+008,-7.067551959319e+005,-1.251645183370e-003,-1.811198263842e-004
8.115616464805e+002,-1.363208157692e+008,-7.199938013423e+005,-1.257002407300e-003,-1.799742067377e-004
8.156296161622e+002,-1.396654868099e+008,-7.334623402281e+005,-1.262342322115e-003,-1.788307979666e-004
8.197179766267e+002,-1.430877099075e+008,-7.471646234957e+005,-1.267664962149e-003,-1.776895951017e-004
8.238268300834e+002,-1.465892179863e+008,-7.611045232034e+005,-1.272970361658e-003,-1.765505931877e-004
8.279562792537e+002,-1.501717816911e+008,-7.752859735185e+005,-1.278258554812e-003,-1.754137872829e-004
8.321064273742e+002,-1.538372101917e+008,-7.897129716901e+005,-1.283529575703e-003,-1.742791724593e-004
8.362773781986e+002,-1.575873520056e+008,-8.043895790369e+005,-1.288783458342e-003,-1.731467438024e-004
8.404692360011e+002,-1.614240958364e+008,-8.193199219493e+005,-1.294020236658e-003,-1.720164964113e-004
8.446821055782e+002,-1.653493714311e+008,-8.345081929082e+005,-1.299239944501e-003,-1.708884253987e-004
8.489160922520e+002,-1.693651504550e+008,-8.499586515179e+005,-1.304442615641e-003,-1.697625258906e-004
8.531713018723e+002,-1.734734473843e+008,-8.656756255563e+005,-1.309628283768e-003,-1.686387930264e-004
8.574478408196e+002,-1.776763204186e+008,-8.816635120401e+005,-1.314796982491e-003,-1.675172219592e-004
8.617458160075e+002,-1.819758724115e+008,-8.979267783071e+005,-1.319948745341e-003,-1.663978078549e-004
8.660653348858e+002,-1.863742518216e+008,-9.144699631147e+005,-1.325083605770e-003,-1.652805458931e-004
8.704065054425e+002,-1.908736536826e+008,-9.312976777553e+005,-1.330201597151e-003,-1.641654312665e-004
8.747694362072e+002,-1.954763205945e+008,-9.484146071891e+005,-1.335302752776e-003,-1.630524591809e-004
8.791542362533e+002,-2.001845437349e+008,-9.658255111936e+005,-1.340387105862e-003,-1.619416248555e-004
8.835610152012e+002,-2.050006638920e+008,-9.835352255312e+005,-1.345454689547e-003,-1.608329235222e-004
8.879898832204e+002,-2.099270725192e+008,-1.001548663135e+006,-1.350505536888e-003,-1.597263504265e-004
8.924409510330e+002,-2.149662128112e+008,-1.019870815312e+006,-1.355539680868e-003,-1.586219008264e-004
8.969143299158e+002,-2.201205808034e+008,-1.038506752965e+006,-1.360557154390e-003,-1.575195699932e-004
